EVENT CATEGORY,EVENT GROUP,EVENT SUBGROUP,EVENT TYPE,PLACE,EVENT START DATE,FATALITIES,INJURED / INFECTED,EVACUATED,ESTIMATED TOTAL COST,NORMALIZED TOTAL COST,EVENT END DATE,FEDERAL DFAA PAYMENTS,PROVINCIAL DFAA PAYMENTS,PROVINCIAL DEPARTMENT PAYMENTS,MUNICIPAL COSTS,OGD COSTS,INSURANCE PAYMENTS,NGO PAYMENTS,UTILITY - PEOPLE AFFECTED,MAGNITUDE
Incident,Technology,Transportation accident,Air,Gander NL,1/1/1967 0:00,33,0,0,,,1/1/1967 0:00,,,,,,,,0,0
Incident,Technology,Explosion,Non-Residential,Crowsnest Pass BC,1/1/1967 0:00,15,0,0,,,1/1/1967 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Southern Alberta,4/17/1967 0:00,0,0,0,,,4/20/1967 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Tornado,Huron and Perth counties ON,4/17/1967 0:00,0,0,0,,,4/17/1967 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Nova Scotia,10/11/1967 0:00,0,0,0,,,10/12/1967 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Prairie Provinces,1/1/1968 0:00,0,0,0,0,0,1/1/1968 0:00,,,,,,,,0,0
Disaster,Natural,Geological,Landslide,Camp Creek BC,6/5/1968 0:00,4,0,0,,,6/5/1968 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Lambeth ON,8/19/1968 0:00,0,0,0,,,8/19/1968 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Southern Ontario,1/13/1968 0:00,0,0,0,,,1/13/1968 0:00,,,,,,,,1027473,0
Disaster,Natural,Meteorological - Hydrological,Flood,Southwestern and Southern Ontario,2/2/1968 0:00,0,0,0,,,2/2/1968 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,Maritime Provinces,10/21/1968 0:00,1,0,0,0,0,10/21/1968 0:00,,,,,,,,0,0
Incident,Technology,Fire,Residential,Dunnville ON,1/1/1969 0:00,13,0,0,,,1/1/1969 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Halifax NS,2/2/1969 0:00,0,0,0,,,2/2/1969 0:00,,,,,,,,0,0
Disaster,Natural,Geological,Landslide,Porteau BC,2/9/1969 0:00,3,1,0,,,2/9/1969 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Prairie Provinces,1/1/1969 0:00,0,0,0,0,0,1/1/1969 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Qu'Appelle River Basin SK,1/1/1969 0:00,0,0,0,,,1/1/1969 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Winnipeg MB,5/2/1969 0:00,0,0,0,,,5/2/1969 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Iroquois NB,5/11/1969 0:00,1,0,0,,,5/11/1969 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Newfoundland,5/19/1969 0:00,0,0,0,,,5/21/1969 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Edmonton AB,8/4/1969 0:00,0,0,0,,,8/4/1969 0:00,,,,,,,,0,0
Incident,Technology,Fire,Residential,Notre-Dame-du-Lac QC,12/2/1969 0:00,38,30,0,,,12/2/1969 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Montreal QC,12/28/1969 0:00,15,0,0,,,12/28/1969 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Saint John River Basin NB,2/2/1970 0:00,3,0,0,3737000,1104532,2/6/1970 0:00,1550023,2186977,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,St. John's NL,2/27/1970 0:00,0,0,0,,,2/27/1970 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,ChaudiÃ¨re River QC,4/22/1970 0:00,0,0,0,,,5/5/1970 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Winnipeg MB,4/30/1970 0:00,0,0,0,,,4/30/1970 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Central Ontario,6/27/1970 0:00,0,0,0,,,6/28/1970 0:00,0,0,,,,,,0,0
Incident,Technology,Transportation accident,Air,Toronto ON,7/5/1970 0:00,109,0,0,,,7/5/1970 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Tornado,Sudbury ... Lively ... Coppercliff and Field ON,8/20/1970 0:00,6,200,0,75000,22167.5,8/20/1970 0:00,75000,,,,,,,0,0
Incident,Conflict,Terrorist,Kidnapping / Murder,Montreal QC,10/5/1970 0:00,1,0,0,,,10/5/1970 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Avalanche,Terrace BC,1/1/1971 0:00,7,0,1,,,1/1/1971 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Nova Scotia,2/13/1971 0:00,,,,,,2/15/1971 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Montreal QC,3/4/1971 0:00,0,0,0,,,3/4/1971 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Montreal QC,4/1/1971 0:00,0,0,0,,,4/30/1971 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Saint-Jean QC,5/1/1971 0:00,0,0,0,,,5/1/1971 0:00,0,0,,,,,,0,0
Disaster,Natural,Geological,Landslide,Fraser Canyon BC,5/4/1971 0:00,3,0,0,,,5/4/1971 0:00,,,,,,,,0,0
Disaster,Natural,Geological,Landslide,Saint-Jean-Vianney QC,5/4/1971 0:00,31,0,1500,1250000,358851.7,5/4/1971 0:00,1250000,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Tornado,Maniwaki ... DÃ©lÃ©age ... Egan ... South Region of Outaouais QC,5/14/1971 0:00,2,11,100,,,5/14/1971 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Western Prairies,7/23/1971 0:00,0,0,0,,,7/23/1971 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,Dartmouth NS,8/15/1971 0:00,0,0,0,2426000,696459.3,8/16/1971 0:00,833229,1592771,,,,,,0,0
Incident,Conflict,Arson,Non-Residential,Kootenay region and Vancouver area BC,1/1/1972 0:00,0,0,0,,,9/24/1986 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,Victoriaville QC,8/27/1971 0:00,0,0,0,,,8/27/1971 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Southwestern Quebec,2/19/1972 0:00,0,0,0,,,2/19/1972 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Richelieu River QC,4/1/1972 0:00,0,0,0,,,6/1/1972 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Ontario,1/1/1973 0:00,0,0,0,,,1/1/1973 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Lake Huron ON,3/1/1973 0:00,0,0,0,,,4/30/1973 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Prince George BC,5/1/1972 0:00,0,0,0,5300000,1452054.8,5/1/1972 0:00,1662223,3637777,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Corner Brook NL,5/15/1972 0:00,1,0,0,,,5/15/1972 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Smoky and Peace River Basins AB,6/11/1972 0:00,0,0,105,,,6/13/1972 0:00,0,0,,,,,,0,0
Incident,Conflict,Arson,Residential,Montreal QC,9/1/1972 0:00,37,50,0,,,9/1/1972 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Prairie Provinces,1/1/1973 0:00,0,0,0,0,0,1/1/1973 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Barrie ON,3/18/1973 0:00,12,43,0,,,3/18/1973 0:00,0,0,,,,,,0,0
Disaster,Natural,Geological,Landslide,Harbour Breton NL,8/1/1973 0:00,4,0,0,,,8/1/1973 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Cedoux SK,8/27/1973 0:00,0,0,0,,,8/27/1973 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Saint John River Basin NB,4/27/1973 0:00,1,0,1600,7311000,1858728.8,5/5/1973 0:00,4225495,3085505,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Newfoundland ... Prince Edward Island and Nova Scotia,6/17/1973 0:00,0,0,0,5330000,1355084.7,6/17/1973 0:00,2314500,3015500,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Prairie Provinces,1/1/1974 0:00,0,0,0,0,0,1/1/1974 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storm - Unspecified / Other,Newfoundland,5/15/1974 0:00,0,0,0,5151752,1179790.5,7/31/1974 0:00,3540871,1610881,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Saskatchewan,1/1/1974 0:00,0,0,1400,6611800,1514152.7,1/1/1974 0:00,4151261,2460539,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Maniwaki QC,1/1/1974 0:00,0,0,10000,21765136,4984382.3,6/30/1974 0:00,8670477,13094659,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Central and Northern Alberta,3/1/1974 0:00,0,0,0,8532000,1953893.1,6/30/1974 0:00,4246073,4285927,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Central and Southern Manitoba,4/1/1974 0:00,0,0,0,14523061,3325891.8,5/31/1974 0:00,11464005,3059056,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Tornado,Windsor ON,4/3/1974 0:00,9,30,0,,,4/3/1974 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Saint John River Basin NB,4/29/1974 0:00,0,0,0,800539,183329.5,4/29/1974 0:00,73470,727069,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Hay River Township ... south shore of Great Slave Lake NT,5/2/1974 0:00,0,0,0,,,5/2/1974 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Cambridge/Waterloo Region ON,5/17/1974 0:00,0,0,0,,,5/21/1974 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Charlottetown PE,7/3/1974 0:00,0,0,0,143000,32748.1,7/3/1974 0:00,13473,129527,,,,,,0,0
Incident,Technology,Transportation accident,Air,Rae Point NT,10/30/1974 0:00,32,2,0,0,0,10/30/1974 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Saint John ... Sussex Corner and Chaleur Bay NB,1/1/1975 0:00,0,0,0,,,1/1/1975 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Vancouver Island BC,3/1/1975 0:00,14,0,0,,,3/1/1975 0:00,,0,0,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Saskatchewan,4/1/1975 0:00,0,0,0,1893852,391831.4,5/31/1975 0:00,493226,1400626,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Southwestern AB,6/1/1975 0:00,1,0,0,,,6/1/1975 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Regina SK,6/25/1975 0:00,0,0,0,2828222,585149.4,6/25/1975 0:00,640274,2187948,,,,,,0,0
Disaster,Natural,Geological,Landslide,Devastation Glacier BC,7/22/1975 0:00,4,0,0,,,7/22/1975 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Tornado,Saint Bonaventure QC,7/25/1975 0:00,3,59,918,,,7/25/1975 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,ÃŽles-de-la-Madeleine QC,7/28/1975 0:00,1,0,0,,,7/28/1975 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Lake Superior ON,11/10/1975 0:00,29,0,0,,,11/10/1975 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Region of Quebec City and Trois-RiviÃ¨res QC,1/2/1976 0:00,1,10,0,,,1/2/1976 0:00,0,0,,,,,,0,0
Incident,Technology,Explosion,Non-Residential,Pincher Creek AB,2/1/1976 0:00,0,0,0,,,2/1/1976 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Grand Falls NL,5/4/1976 0:00,2,0,0,,,5/4/1976 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storm Surge,New Brunswick,2/2/1976 0:00,0,0,0,8005500,1544469.5,2/3/1976 0:00,3065714,4939786,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storm Surge,Western ... Central and Northern NS,2/2/1976 0:00,0,0,0,4137800,798289.4,2/3/1976 0:00,2067621,2070179,,,,,,0,0
Incident,Technology,Fire,Residential,Saint John NB,1/1/1977 0:00,20,0,0,,,1/1/1977 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Niagara Peninsula ON,1/28/1977 0:00,0,0,0,,,1/31/1977 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Saskatchewan,3/1/1976 0:00,0,0,0,1947804,375782.1,4/15/1976 0:00,530877,1416927,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Quebec,3/1/1976 0:00,0,0,0,20500000,3954983.9,7/15/1976 0:00,7582330,12917670,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Corner Brook NL,12/27/1977 0:00,0,0,0,,,12/27/1977 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Saint John River Basin NB,3/31/1976 0:00,2,0,400,975000,188102.9,4/5/1976 0:00,155109,819891,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Assiniboine River MB,4/1/1976 0:00,0,0,0,4545103,876868.7,4/1/1976 0:00,2134809,2410294,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Fundy Isles NB,2/1/1978 0:00,0,0,0,,,2/1/1978 0:00,0,0,,,,,,0,0
Incident,Technology,Transportation accident,Air,Cranbrook BC,2/11/1978 0:00,43,4,0,,,2/11/1978 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Moncton NB,7/12/1976 0:00,0,0,0,8005500,1544469.5,7/12/1976 0:00,3065714,4939786,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,New Brunswick and Quebec,8/10/1976 0:00,0,0,0,,,8/11/1976 0:00,0,0,,,,,,0,0
Incident,Technology,Fire,Residential,Petty Harbour NL,12/26/1976 0:00,21,0,0,,,12/26/1976 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Fort McMurray ... Rainbow Lake AB,1/1/1977 0:00,0,0,0,,,1/1/1977 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Toronto ON,8/27/1976 0:00,0,0,0,,,8/27/1976 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Southern and Central Ontario,3/13/1977 0:00,0,0,0,,,3/13/1977 0:00,0,0,,,,,,0,0
Incident,Technology,Hazardous Chemicals,Leak / Spill Release,St-Eustache QC,4/12/1978 0:00,0,4,2000,,,4/12/1978 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Prairie Provinces,1/1/1977 0:00,0,0,0,0,0,1/1/1977 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Winnipeg MB,5/25/1978 0:00,0,0,0,,,5/25/1978 0:00,0,0,,,,,,0,0
Incident,Technology,Transportation accident,Vehicle,Eastman QC,8/4/1978 0:00,41,0,0,,,8/4/1978 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Central Ontario,1/1/1978 0:00,0,0,0,,,1/1/1978 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Milk River and area AB,4/1/1978 0:00,0,0,0,,,8/31/1978 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Newfoundland,1/14/1978 0:00,0,0,0,5235779,858324.4,1/16/1978 0:00,3588601,1647178,,,,,,0,0
Incident,Technology,Space Event,Space Debris,Northwest Territories,1/24/1978 0:00,0,0,0,,,1/24/1978 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Southwestern Ontario,1/26/1978 0:00,8,400,0,,,1/26/1978 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Edmonton AB,7/10/1978 0:00,0,0,0,1597600,261901.6,7/11/1978 0:00,87859,1509741,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,St. John's NL,9/5/1978 0:00,0,0,0,,,9/5/1978 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Calgary AB,1/1/1979 0:00,0,0,0,,,1/1/1979 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Lethbridge AB,1/1/1979 0:00,0,0,0,,,1/1/1979 0:00,0,0,,,,,,0,0
Incident,Technology,Explosion,Non-Residential,Millwoods AB,1/1/1979 0:00,0,0,0,,,1/1/1979 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Peace River AB,1/1/1979 0:00,0,0,0,,,1/1/1979 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Cold Event,Yukon to Ontario,2/8/1979 0:00,0,0,0,,,2/20/1979 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Avalanche,Golden BC,2/14/1979 0:00,7,0,0,,,2/14/1979 0:00,0,0,,,,,,0,0
Incident,Technology,Explosion,Non-Residential,Glace Bay NS,2/24/1979 0:00,12,4,0,,,2/24/1979 0:00,0,0,,,,,,0,0
Incident,Technology,Transportation accident,Air,Quebec City QC,3/29/1979 0:00,17,7,0,,,3/29/1979 0:00,0,0,,,,,,0,0
Incident,Technology,Hazardous Chemicals,Leak / Spill Release,North York ON,2/21/1979 0:00,0,0,5000,,,2/21/1979 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Southwestern Ontario,3/5/1979 0:00,0,0,0,,,3/5/1979 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Dawson YT,5/3/1979 0:00,0,0,0,1854000,278100,5/3/1979 0:00,1682054,171946,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Red River region MB,4/1/1979 0:00,0,0,10000,18557303,2783595.5,5/31/1979 0:00,14670604,3886699,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Central Ontario,4/24/1979 0:00,0,0,0,,,4/24/1979 0:00,0,0,,,,,,0,0
Incident,Conflict,Arson,Residential,Chapais region of Chibougamau QC,1/1/1980 0:00,45,55,0,,,1/1/1980 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Central Ontario,5/12/1979 0:00,0,0,0,,,5/12/1979 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Montreal QC,6/5/1979 0:00,0,0,0,,,6/5/1979 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Tornado,Woodstock ON,8/7/1979 0:00,2,0,0,,,8/7/1979 0:00,0,0,,,,,,0,0
Incident,Technology,Fire,Residential,Hamilton ON,1/1/1980 0:00,0,0,600,,,1/1/1980 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Drumheller AB,1/1/1980 0:00,0,0,0,,,1/1/1980 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,New Brunswick,9/6/1979 0:00,0,0,0,,,9/7/1979 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,Southern Quebec,9/13/1979 0:00,0,0,0,,,9/13/1979 0:00,0,0,,,,,,0,0
Incident,Technology,Hazardous Chemicals,Derailment Release,Mississauga ON,11/10/1979 0:00,0,0,225000,,,11/16/1979 0:00,0,0,,,,,,0,0
Disaster,Natural,Geological,Landslide,Belmoral Mine ... Val d'Or ... QC,5/20/1980 0:00,8,0,0,,,5/20/1980 0:00,,,,,,,,0,0
Incident,Technology,Transportation accident,Vehicle,Webb SK,5/28/1980 0:00,22,11,0,,,5/28/1980 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Vancouver Island BC,12/18/1979 0:00,0,0,0,2642670,396400.5,12/18/1979 0:00,26635,2616035,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Wildfire,Red Lake ON,6/1/1980 0:00,0,0,5000,,,6/1/1980 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,GaspÃ©sie Region QC,7/6/1980 0:00,0,0,160,,,7/7/1980 0:00,0,0,,,,,,0,0
Incident,Technology,Fire,Residential,Mississauga ON,7/14/1980 0:00,21,35,0,,,7/14/1980 0:00,0,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Southwest British Columbia,12/4/1980 0:00,3,0,0,,,12/4/1980 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Southern Ontario,3/21/1980 0:00,0,0,0,,,3/22/1980 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Squamish River BC,12/26/1980 0:00,0,0,3000,10143000,1383136.4,12/27/1980 0:00,4328769,5814231,,,,,,119127,0
Disaster,Natural,Meteorological - Hydrological,Flood,Edmonton AB,1/1/1981 0:00,4,0,0,,,1/1/1981 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Sussex NB,1/1/1981 0:00,0,0,80,22248,2696.7,1/1/1981 0:00,0,0,22248,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Quebec,1/1/1981 0:00,0,0,0,,,1/1/1981 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Prairie Provinces,1/1/1981 0:00,0,0,0,1854,224.7,1/1/1981 0:00,0,0,,,,,1854,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Southeastern ON,2/18/1981 0:00,0,0,0,1668590,202253.3,2/20/1981 0:00,0,0,,1668590,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Avalanche,Golden BC,2/23/1981 0:00,3,0,0,,,2/23/1981 0:00,0,0,,,,,,0,0
Incident,Technology,Hazardous Chemicals,Leak / Spill Release,St-Hilaire QC,4/29/1981 0:00,0,0,800,,,4/29/1981 0:00,0,0,,,,,,0,0
Incident,Technology,Transportation accident,Marine,off the Northern coast of Newfoundland,7/3/1981 0:00,13,19,0,,,7/3/1981 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Calgary AB,7/28/1981 0:00,2,0,0,,,7/28/1981 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Westfield and Grand Bay NB,8/1/1981 0:00,0,0,0,,,8/1/1981 0:00,0,0,,,,,,0,0
Disaster,Natural,Geological,Landslide,Squamish BC,10/28/1981 0:00,9,0,0,,,10/28/1981 0:00,0,0,,,,,,0,0
Incident,Technology,Hazardous Chemicals,Derailment Release,Medonte ON,1/1/1982 0:00,0,0,200,,,1/1/1982 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Hay River NT,1/1/1982 0:00,0,0,0,572824,62603.7,1/1/1982 0:00,413342,159482,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Greater Vancouver BC,10/30/1981 0:00,10,0,0,3130147,379411.8,10/31/1981 0:00,217888,2912259,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Aklavik NT,6/1/1982 0:00,0,0,0,141412,15454.9,6/6/1982 0:00,46278,95134,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Labrador City NL,1/19/1982 0:00,0,0,2000,,,1/19/1982 0:00,0,0,,,,,,0,0
Incident,Technology,Explosion,Non-Residential,Lodgepole AB,2/1/1982 0:00,2,0,0,,,2/1/1982 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Cold Event,Across Canada,1/5/1982 0:00,0,0,0,,,1/5/1982 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Off the coast of Newfoundland,2/14/1982 0:00,117,0,0,,,2/14/1982 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,ÃŽles-de-la-Madeleine QC,2/22/1982 0:00,0,0,75,,,2/22/1982 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Prince Edward Island,2/22/1982 0:00,0,0,0,1585054,173229.9,2/22/1982 0:00,1340291,244763,,,,,,0,0
Incident,Technology,Hazardous Chemicals,Derailment Release,Orillia ON,2/28/1982 0:00,0,0,1200,,,2/28/1982 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Sherbrooke QC,4/17/1982 0:00,0,0,300,,,4/17/1982 0:00,0,0,,,,,,0,0
Incident,Conflict,Terrorist,Bomb Attacks,Dunsmuir ... Vancouver Island BC,5/31/1982 0:00,0,0,0,,,5/31/1982 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Tornado,Montreal (Sainte-Rose) QC,6/14/1982 0:00,5,26,0,,,6/14/1982 0:00,0,0,,,,,,0,0
Incident,Conflict,Terrorist,Bomb Attacks,Toronto ON,10/14/1982 0:00,0,10,0,,,10/14/1982 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Central Alberta,1/1/1983 0:00,0,0,0,,,1/1/1983 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Grande Prairie AB,7/13/1982 0:00,0,0,0,,,8/3/1982 0:00,0,0,,,,,,115994,0
Incident,Technology,Hazardous Chemicals,Vehicle Release,Curling NL,1/10/1983 0:00,0,1,24339,,,1/10/1983 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Prairie Provinces,3/6/1983 0:00,0,0,0,0,0,3/6/1983 0:00,0,0,,,,,,0,0
