EVENT CATEGORY,EVENT GROUP,EVENT SUBGROUP,EVENT TYPE,PLACE,EVENT START DATE,FATALITIES,INJURED / INFECTED,EVACUATED,ESTIMATED TOTAL COST,NORMALIZED TOTAL COST,EVENT END DATE,FEDERAL DFAA PAYMENTS,PROVINCIAL DFAA PAYMENTS,PROVINCIAL DEPARTMENT PAYMENTS,MUNICIPAL COSTS,OGD COSTS,INSURANCE PAYMENTS,NGO PAYMENTS,UTILITY - PEOPLE AFFECTED,MAGNITUDE
Disaster,Natural,Meteorological - Hydrological,Flood,Roseau River First Nation ... Sioux Falls ... Peguis First Nation ... St. Andrews ... St. Clements and Selkirk MB,3/24/2009 0:00,0,0,3000,76506000,4012552.4,5/21/2009 0:00,70006000,6500000,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Saskatchewan and Alberta,3/1/2009 0:00,0,0,0,0,0,7/1/2009 0:00,,,,,,,,0,0
Disaster,Natural,Geological,Landslide,Echo Harbour BC,9/30/1922 0:00,5,0,0,,,9/30/1922 0:00,,,,,,,,0,0
Incident,Technology,Explosion,Non-Residential,Comox BC,1/1/1923 0:00,33,0,0,,,1/1/1923 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Winnipeg MB,1/1/1923 0:00,0,0,0,,,1/1/1923 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Saint John River Basin NB,4/29/1923 0:00,2,0,0,,,5/9/1923 0:00,,,,,,,,0,0
Incident,Conflict,Terrorist,Bomb Attacks,British Columbia,10/29/1924 0:00,9,0,0,0,0,10/29/1924 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Prairie Provinces,1/1/1924 0:00,0,0,0,0,0,1/1/1924 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Dawson YT,5/7/1925 0:00,0,0,0,,,5/7/1925 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Saskatchewan,1/1/1939 0:00,0,0,0,,,1/1/1939 0:00,,,,,,,,0,0
Disaster,Natural,Biological,Epidemic,Across Canada,3/1/1927 0:00,,0,0,,,9/1/1927 0:00,,,,,,,,0,0
Incident,Technology,Fire,Residential,Montreal QC,1/9/1927 0:00,76,0,0,,,1/9/1927 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,Newfoundland,8/24/1927 0:00,56,0,0,,,8/25/1927 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Rideau ... Chaudi̬re and Quyon Rivers QC,1/1/1928 0:00,3,0,0,,,1/1/1928 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Pike Lake SK,4/1/1928 0:00,0,0,138,,,4/1/1928 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Prairie Provinces,1/1/1929 0:00,0,0,0,0,0,1/1/1929 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Southern Ontario,1/18/1929 0:00,0,0,0,,,1/20/1929 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Southern Ontario,4/5/1929 0:00,0,0,0,,,4/9/1929 0:00,,,,,,,,0,0
Disaster,Natural,Geological,Tsunami,Burin Peninsula NL,11/18/1929 0:00,28,0,0,,,11/18/1929 0:00,,,,,,,,0,7
Incident,Technology,Explosion,Non-Residential,Coalmont BC,1/1/1930 0:00,45,0,0,,,1/1/1930 0:00,,,,,,,,0,0
Incident,Technology,Fire,Residential,Liverpool NS,1/1/1930 0:00,0,0,192,,,1/1/1930 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,St. Lawrence River,6/26/1930 0:00,30,11,0,,,6/26/1930 0:00,,,,,,,,0,0
Disaster,Natural,Geological,Landslide,Capreol ON,6/26/1930 0:00,4,0,0,,,6/26/1930 0:00,,,,,,,,0,0
Disaster,Natural,Geological,Landslide,Crerar ON,6/27/1930 0:00,8,0,0,,,6/27/1930 0:00,,,,,,,,0,0
Incident,Conflict,Civil Incident,Rioting,Estevan SK,9/8/1931 0:00,3,23,0,,,9/29/1931 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Prairie Provinces,1/1/1931 0:00,0,0,0,0,0,1/1/1938 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,New Brunswick and Eastern Quebec,5/4/1933 0:00,3,0,0,,,5/4/1933 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Southern New Brunswick,10/25/1933 0:00,7,0,0,,,10/25/1933 0:00,,,,,,,,0,0
Disaster,Natural,Geological,Earthquake,Baffin Bay NU,11/20/1933 0:00,0,0,0,,,11/20/1933 0:00,,,,,,,,0,7
Disaster,Natural,Meteorological - Hydrological,Cold Event,Manitoba to Atlantic Canada,12/1/1933 0:00,15,0,0,,,2/1/1934 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Plaster Rock NB,4/16/1934 0:00,0,0,0,,,4/24/1934 0:00,,,,,,,,0,0
Incident,Conflict,Civil Incident,Rioting,Regina SK,6/1/1935 0:00,1,0,0,,,7/1/1935 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Nova Scotia,1/10/1935 0:00,,,2,,,1/15/1935 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Manitoba,1/1/1935 0:00,0,0,0,,,1/1/1935 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Newfoundland,8/25/1935 0:00,50,0,0,,,8/25/1935 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Southern Ontario,3/10/1936 0:00,0,0,0,,,3/12/1936 0:00,,,,,,,,0,0
Incident,Technology,Infrastructure failure,Manufacturing / Industry,Moose River NS,4/12/1936 0:00,1,0,0,,,4/23/1936 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Wildfire,Northern Saskatchewan,7/13/1936 0:00,,,,,,7/19/1936 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Heat Event,Across Canada,7/5/1936 0:00,1180,0,0,,,7/17/1936 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,New Brunswick,3/16/1936 0:00,0,0,0,,,3/25/1936 0:00,,,,,,,,0,0
Incident,Technology,Transportation accident,Rail,Louiseville QC,8/15/1936 0:00,22,22,0,,,8/15/1936 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Nova Scotia,9/1/1936 0:00,0,0,0,,,9/1/1936 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Southern Ontario,1/13/1937 0:00,0,0,0,,,1/14/1937 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Southern Ontario,4/26/1937 0:00,0,0,4000,,,4/28/1937 0:00,,,,,,,,0,0
Disaster,Natural,Geological,Landslide,St-Gregoire-de-Montmercy QC,9/1/1938 0:00,4,12,0,,,9/1/1938 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Wildfire,Rainy River and Dance Township ON,10/10/1938 0:00,17,0,155,,,10/15/1938 0:00,,,,,,,,0,0
Incident,Technology,Infrastructure failure,Manufacturing / Industry,Sydney Mines ... Cape Breton NS,12/6/1938 0:00,20,0,0,,,12/6/1938 0:00,,,,,,,,0,0
Incident,Technology,Fire,Residential,Nova Scotia,2/2/1939 0:00,0,0,0,,,2/2/1939 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Great Lakes: Lake Ontario,1/1/1940 0:00,69,0,0,,,1/1/1940 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Prairie Provinces,3/14/1941 0:00,76,0,0,0,0,3/14/1941 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Wildfire,Gogama ON,5/14/1941 0:00,0,0,0,,,6/15/1941 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Burin Peninsula ... St. John's and Little St. Lawrence NL,8/2/1941 0:00,2,0,0,,,8/2/1941 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,Southwestern Ontario,9/25/1941 0:00,0,0,0,,,9/25/1941 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Newfoundland ... off coast,1/1/1942 0:00,203,0,0,,,1/1/1942 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,Charlottetown PE,9/22/1942 0:00,0,0,0,,,9/22/1942 0:00,,,,,,,,0,0
Incident,Conflict,Arson,Residential,St. John's NL,12/12/1942 0:00,99,100,0,,,12/12/1942 0:00,,,,,,,,0,0
Incident,Technology,Transportation accident,Rail,Almonte ON,12/27/1942 0:00,36,155,0,,,12/27/1942 0:00,,,,,,,,0,0
Incident,Technology,Transportation accident,Rail,Aldershot ON,9/10/1943 0:00,12,2,0,,,9/10/1943 0:00,,,,,,,,0,0
Incident,Technology,Transportation accident,Air,Saint-Donat QC,10/19/1943 0:00,24,0,0,,,10/19/1943 0:00,,,,,,,,0,0
Incident,Conflict,Arson,Non-Residential,British Columbia,1/1/1944 0:00,1,0,0,,,1/1/1944 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Toronto ON,12/11/1944 0:00,21,0,0,,,12/12/1944 0:00,,,,,,,,0,0
Incident,Technology,Fire,Non-Residential,Dartmouth NS,7/18/1945 0:00,0,0,0,,,7/18/1945 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Tornado,Windsor to Tecumseh ON,6/17/1946 0:00,17,100,0,,,6/17/1946 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Okanagan Valley BC,7/29/1946 0:00,0,0,0,,,7/29/1946 0:00,,,,,,,,0,0
Incident,Technology,Transportation accident,Air,Estevan SK,9/15/1946 0:00,20,0,0,,,9/15/1946 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Prairie Provinces,1/30/1947 0:00,0,0,0,0,0,2/8/1947 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Elgin NB,2/5/1947 0:00,2,0,0,,,2/5/1947 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Southern ON,4/5/1947 0:00,0,0,0,,,4/12/1947 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Bristol NB,4/30/1947 0:00,2,0,100,,,4/30/1947 0:00,,,,,,,,0,0
Incident,Technology,Transportation accident,Rail,Dugald MB,9/1/1947 0:00,31,0,0,,,9/1/1947 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Southern Ontario,3/16/1948 0:00,0,0,0,,,3/16/1948 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Red Deer River AB,4/21/1948 0:00,0,0,,,,4/21/1948 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Tornado,Regina SK,11/1/1950 0:00,0,0,0,,,11/1/1950 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Wildfire,Mississagi ON,5/1/1948 0:00,0,0,0,,,10/31/1948 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Fraser River BC,5/31/1948 0:00,10,0,16000,,,5/31/1948 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,St. John's NL,9/14/1948 0:00,1,0,0,,,9/14/1948 0:00,,,,,,,,0,0
Disaster,Natural,Geological,Earthquake,Off Queen Charlotte Islands BC,8/22/1949 0:00,0,0,0,,,8/22/1949 0:00,,,,,,,,0,8
Incident,Conflict,Terrorist,Bomb Attacks,Saint-Joachim QC,9/9/1949 0:00,32,0,0,,,9/9/1949 0:00,,,,,,,,0,0
Incident,Technology,Fire,Vehicle,Toronto ON,9/17/1949 0:00,118,0,0,,,9/17/1949 0:00,,,,,,,,0,0
Incident,Technology,Fire,Non-Residential,Rimouski and Cabano ... QC,1/1/1950 0:00,0,0,0,,,1/1/1950 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Southern Ontario,3/24/1950 0:00,0,0,0,,,3/29/1950 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Southern Ontario,4/4/1950 0:00,0,0,0,,,4/8/1950 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Saint John River Basin NB,4/20/1950 0:00,0,0,0,,,4/20/1950 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Winnipeg MB,5/5/1950 0:00,1,0,107000,,,6/15/1950 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Nova Scotia,8/1/1950 0:00,0,0,0,,,8/1/1950 0:00,,,,,,,,0,0
Incident,Technology,Transportation accident,Rail,Canoe River BC,11/21/1950 0:00,21,53,0,,,11/21/1950 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Bow River BC,1/1/1951 0:00,0,0,0,,,1/1/1951 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Sumas and Chilliwack BC,1/1/1951 0:00,0,0,376,,,1/1/1951 0:00,,,,,,,,0,0
Incident,Technology,Transportation accident,Rail,Coniston ON,2/9/1951 0:00,9,31,0,,,2/9/1951 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Stephenville Crossing ... Summerside NL,12/19/1951 0:00,0,0,600,,,12/19/1951 0:00,,,,,,,,0,0
Incident,Technology,Explosion,Non-Residential,Pictou County NS,1/14/1952 0:00,19,0,0,,,1/14/1952 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Eastend SK,4/1/1952 0:00,0,0,0,,,5/1/1952 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storm - Unspecified / Other,Lake Superior ON,1/1/1953 0:00,17,0,0,,,1/1/1953 0:00,,,,,,,,0,0
Disaster,Natural,Biological,Epidemic,Across Canada,1/1/1953 0:00,481,8000,0,,,12/31/1953 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Tornado,Sarnia ON,5/21/1953 0:00,7,40,500,,,5/21/1953 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Central Alberta,7/14/1953 0:00,0,0,0,,,7/14/1953 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Heat Event,Toronto ON,8/24/1953 0:00,1,186,0,,,9/5/1953 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Tornado,White Point Beach NS,1/30/1954 0:00,0,0,0,,,1/30/1954 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Southern Ontario,2/15/1954 0:00,0,0,0,,,2/18/1954 0:00,,,,,,,,0,0
Incident,Technology,Transportation accident,Air,Moose Jaw SK,4/7/1954 0:00,37,0,0,,,4/7/1954 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,New Brunswick,9/11/1954 0:00,0,0,0,,,9/13/1954 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Manitoba and Saskatchewan,1/1/1955 0:00,0,0,0,,,1/1/1955 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Wildfire,Quebec and Ontario,7/1/1955 0:00,0,0,0,24402775,10384159.6,8/31/1955 0:00,,,23207778,1194997,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Avalanche,Lake Louise AB,7/11/1955 0:00,7,0,0,,,7/11/1955 0:00,,,,,,,,0,0
Disaster,Natural,Geological,Landslide,Nicolet QC,11/12/1955 0:00,3,6,2000,,,11/12/1955 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,Toronto ON,10/14/1954 0:00,81,0,7472,,,10/15/1954 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Nova Scotia,1/3/1956 0:00,0,0,0,,,1/18/1956 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Southern Ontario,8/30/1956 0:00,0,0,0,,,8/31/1956 0:00,,,,,,,,0,0
Incident,Technology,Explosion,Non-Residential,Springhill NS,11/1/1956 0:00,39,88,0,,,11/1/1956 0:00,,,,,,,,0,0
Incident,Technology,Transportation accident,Air,Mounte Slesse BC,12/9/1956 0:00,62,0,0,,,12/9/1956 0:00,,,,,,,,0,0
Disaster,Natural,Geological,Landslide,Peace River BC,10/15/1957 0:00,0,0,0,,,10/15/1957 0:00,,,,,,,,0,0
Incident,Technology,Hazardous Chemicals,Leak / Spill Release,St. Lawrence NL,1/1/1957 0:00,75,0,0,,,12/31/1958 0:00,,,,,,,,0,0
Incident,Conflict,Civil Incident,Rioting,Murdochville QC,3/8/1957 0:00,1,2,0,,,3/8/1957 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Thetford Mines QC,1/1/1957 0:00,0,0,0,,,1/1/1957 0:00,,,,,,,,0,0
Incident,Technology,Transportation accident,Air,Quebec City QC,8/11/1957 0:00,79,0,0,,,8/11/1957 0:00,,,,,,,,0,0
Disaster,Natural,Geological,Landslide,Prince Rupert BC,11/22/1957 0:00,7,0,0,,,11/22/1957 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Prairie Provinces,1/1/1958 0:00,0,0,0,0,0,1/1/1958 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,St. John's NL,3/1/1958 0:00,0,0,0,,,3/2/1958 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Tornado,Amaranth MB,1/1/1958 0:00,0,0,0,,,1/1/1958 0:00,,,,,,,,0,0
Incident,Technology,Fire,Residential,Montreal QC,11/7/1958 0:00,18,0,0,,,11/7/1958 0:00,,,,,,,,0,0
Incident,Technology,Fire,Residential,Lanark ON,1/1/1959 0:00,0,0,122,,,1/1/1959 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Prairie Provinces,1/1/1959 0:00,0,0,0,0,0,1/1/1959 0:00,,,,,,,,0,0
Incident,Technology,Infrastructure failure,Transportation,Vancouver BC,6/17/1958 0:00,18,0,0,,,6/17/1958 0:00,,,,,,,,0,0
Incident,Technology,Infrastructure failure,Manufacturing / Industry,Springhill NS,10/23/1958 0:00,75,99,0,,,10/23/1958 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,St. John's NL,2/16/1959 0:00,6,10,0,,,2/16/1959 0:00,,,,,,,,0,0
Disaster,Natural,Geological,Landslide,Revelstoke BC,3/27/1959 0:00,4,0,0,,,3/27/1959 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,Maritime Provinces,6/20/1959 0:00,33,0,0,0,0,6/20/1959 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Avalanche,The Battery ... St. John's Harbour NL,2/16/1959 0:00,5,9,0,,,2/16/1959 0:00,,,,,,,,0,0
Incident,Technology,Explosion,Non-Residential,Windsor ON,1/1/1960 0:00,11,0,0,,,1/1/1960 0:00,,,,,,,,0,0
Disaster,Natural,Geological,Tsunami,British Columbia,1/1/1960 0:00,0,0,0,,,1/1/1960 0:00,,,,,,,,0,9
Disaster,Natural,Meteorological - Hydrological,Drought,Prairie Provinces,1/1/1960 0:00,0,0,0,0,0,1/1/1960 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,South Central Saskatchewan,5/30/1961 0:00,0,0,0,,,5/30/1961 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Timmins ON,8/31/1961 0:00,5,0,0,,,8/31/1961 0:00,,,,,,,,0,0
Incident,Technology,Hazardous Chemicals,Marine Release,Chedabucto Bay NS,2/4/1960 0:00,0,0,0,,,2/4/1960 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Winnipeg MB,4/18/1960 0:00,0,0,0,,,4/18/1960 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Southern and Central Ontario,5/9/1960 0:00,0,0,0,,,5/14/1960 0:00,,,,,,,,0,0
Incident,Conflict,Arson,Non-Residential,Kootenay Region BC,7/2/1960 0:00,1,0,0,,,3/7/1963 0:00,,,,,,,,0,0
Disaster,Natural,Geological,Landslide,McBride BC,9/7/1960 0:00,3,0,0,,,9/7/1960 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Montreal QC,2/25/1961 0:00,0,0,0,,,2/25/1961 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Prairie Provinces,1/1/1961 0:00,0,0,0,0,0,1/1/1961 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Saint John River Basin NB,5/25/1961 0:00,1,0,0,,,5/31/1961 0:00,,,,,,,,0,0
Disaster,Natural,Geological,Landslide,Toulnustouc River QC,12/11/1962 0:00,9,0,0,,,12/11/1962 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Northwestern British Columbia,10/10/1961 0:00,0,0,100,,,10/14/1961 0:00,,,,,,,,236364,0
Disaster,Natural,Meteorological - Hydrological,Drought,Prairie Provinces,1/1/1962 0:00,0,0,0,0,0,1/1/1962 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,Nova Scotia,10/7/1962 0:00,0,0,0,,,10/8/1962 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Southeastern New Brunswick,3/31/1962 0:00,,,,,,4/4/1962 0:00,,,,,,,,584656,0
Disaster,Natural,Meteorological - Hydrological,Flood,Prince Edward Island,1/1/1962 0:00,0,0,0,,,1/1/1962 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Ontario,1/1/1963 0:00,0,0,0,,,1/1/1963 0:00,,,,,,,,0,0
Incident,Technology,Transportation accident,Air,British Columbia ... Pacific coast,6/3/1963 0:00,101,0,0,,,6/3/1963 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Heat Event,Nova Scotia,7/26/1963 0:00,5,0,0,,,7/28/1963 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,West coast British Columbia,10/12/1962 0:00,7,0,0,,,10/12/1962 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Prairie Provinces,1/1/1963 0:00,0,0,0,0,0,1/1/1963 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Hay River Township ... south shore of Great Slave Lake NT,5/3/1963 0:00,0,0,1800,,,5/3/1963 0:00,,,,,,,,0,0
Incident,Technology,Transportation accident,Air,Sainte-Th̩r̬se-de-Blainville ... QC,11/29/1963 0:00,118,0,0,,,11/29/1963 0:00,,,,,,,,0,0
Disaster,Natural,Geological,Landslide,Saint-Joachim-de-Tourelle QC,12/11/1963 0:00,4,0,236,,,12/11/1963 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,Nova Scotia,9/13/1964 0:00,0,0,0,,,9/16/1964 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Ontario and Quebec,1/1/1964 0:00,0,0,0,,,1/1/1964 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Prairie Provinces,1/1/1964 0:00,0,0,0,0,0,1/1/1964 0:00,,,,,,,,0,0
Disaster,Natural,Geological,Landslide,Ramsey Arm BC,9/16/1964 0:00,5,0,0,,,9/16/1964 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Maritime Provinces,12/1/1964 0:00,23,8,0,0,0,12/2/1964 0:00,,,,,,,,0,0
Disaster,Natural,Geological,Tsunami,Port Alberni BC,3/28/1964 0:00,0,0,0,,,3/28/1964 0:00,,,,,,,,0,8
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Southern Prairies,12/15/1964 0:00,3,0,0,,,12/15/1964 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Ontario ... Quebec and New Brunswick,1/1/1965 0:00,0,0,0,,,1/1/1965 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,St. Lawrence River QC,1/1/1965 0:00,20,0,0,,,1/1/1965 0:00,,,,,,,,0,0
Incident,Conflict,Terrorist,Bomb Attacks,Edmonton AB,1/2/1965 0:00,1,0,0,,,1/2/1965 0:00,,,,,,,,0,0
Disaster,Natural,Geological,Landslide,Hope BC,1/9/1965 0:00,4,0,0,,,1/9/1965 0:00,,,,,,,,0,0
Disaster,Natural,Geological,Landslide,Ocean Falls BC,1/14/1965 0:00,7,0,0,,,1/14/1965 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Avalanche,Granduc Mine BC,2/18/1965 0:00,26,22,0,,,2/18/1965 0:00,,,,,,,,0,0
Incident,Technology,Explosion,Residential,Lasalle QC,3/1/1965 0:00,28,50,0,,,3/1/1965 0:00,,,,,,,,0,0
Incident,Technology,Transportation accident,Air,Northeast of Vancouver BC,7/8/1965 0:00,52,0,0,,,7/8/1965 0:00,,,,,,,,0,0
Incident,Technology,Transportation accident,Marine,Lake Huron ON,1/1/1966 0:00,28,0,0,,,1/1/1966 0:00,,,,,,,,0,0
Incident,Technology,Fire,Non-Residential,Lasalle QC,1/1/1966 0:00,11,0,0,,,1/1/1966 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,St. Lawrence counties of Quebec,1/1/1966 0:00,0,0,0,,,1/1/1966 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Prince Edward Island,1/1/1966 0:00,0,0,0,,,1/1/1966 0:00,,,,,,,,0,0
Incident,Technology,Transportation accident,Air,Toyko ... Japan,3/4/1966 0:00,64,0,0,,,3/4/1966 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Winnipeg MB,3/4/1966 0:00,0,0,0,,,3/4/1966 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Winnipeg MB,4/14/1966 0:00,0,0,0,,,4/14/1966 0:00,,,,,,,,0,0
Incident,Technology,Infrastructure failure,Transportation,Ottawa ON,1/1/1966 0:00,9,57,0,,,1/1/1966 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Baie-Comeau QC,11/3/1966 0:00,5,0,0,,,11/3/1966 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Prairie Provinces,1/1/1967 0:00,0,0,0,0,0,1/1/1967 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,New Brunswick,1/1/1967 0:00,0,0,0,,,1/1/1967 0:00,,,,,,,,0,0
